left,right,score
quality_factor,value_factor,0.9985641576704198
quality_factor,volatility_factor,0.02631262370353704
momentum_factor,quality_factor,0.0037413785521770095
momentum_factor,volatility_factor,-0.00010001453800787033
momentum_factor,value_factor,-0.0038024775818567016
