left,right,score
002156.SZ,300054.SZ,0.9999259907515677
300115.SZ,300919.SZ,0.9996250528735181
002156.SZ,002414.SZ,0.9992687406626551
002414.SZ,300054.SZ,0.9992276424972234
300346.SZ,603659.SH,0.9982541482696451
