from,to,shift_score
2023-12-01,2023-12-04,0.06641896250717036
2023-12-08,2023-12-11,0.06385743186563178
2023-11-02,2023-11-03,0.06322668500415038
2023-11-20,2023-11-21,0.05611642004717358
2023-11-01,2023-11-02,0.05379569968191056
