left,right,score
quality_factor,volatility_factor,0.61081708143525
momentum_factor,volatility_factor,0.4658930834348745
quality_factor,value_factor,0.1421606668034511
momentum_factor,value_factor,0.10843147973747398
value_factor,volatility_factor,-0.2409609879006018
