from,to,shift_score
2023-11-03,2023-11-06,0.0378039694748833
2023-11-20,2023-11-21,0.03681396114721408
2023-12-26,2023-12-27,0.028466232673880213
2023-11-17,2023-11-20,0.024450208526999483
2023-11-27,2023-11-28,0.023088190693670182
