model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,5,49,0.0063148510155110185,0.34576208615759496,0.3434774624199699,4.633033109936751,-0.25492756779666015,0.02040816326530612
pca,5,49,0.0005528364345962725,0.017760811643194874,0.3107651640933521,0.4482960048778547,-0.27166533481647503,0.02857142857142857
tucker,5,49,0.003591952295990273,0.1815995834713935,0.30069569876180624,3.010259150087058,-0.22318022013753602,0.02040816326530612
