left,right,score
quality_factor,value_factor,0.9906562136143707
quality_factor,volatility_factor,-0.02394486911882736
momentum_factor,value_factor,-0.03421767496025703
value_factor,volatility_factor,-0.16006482350870171
momentum_factor,quality_factor,-0.1702008808185342
