model,exposure_type,name,weight
cp,industry,J66货币金融服务,0.24081632653061225
cp,industry,C36汽车制造业,0.10204081632653061
cp,industry,C31黑色金属冶炼和压延加工业,0.09795918367346938
cp,industry,I63电信、广播电视和卫星传输服务,0.09795918367346938
cp,industry,J67资本市场服务,0.09795918367346938
cp,industry,D44电力、热力生产和供应业,0.08571428571428572
cp,industry,C39计算机、通信和其他电子设备制造业,0.08163265306122448
cp,industry,C32有色金属冶炼和压延加工业,0.07755102040816327
cp,industry,C38电气机械和器材制造业,0.061224489795918366
cp,industry,B07石油和天然气开采业,0.0326530612244898
cp,industry,C35专用设备制造业,0.024489795918367346
cp,style,quality_factor,0.4816326530612245
cp,style,value_factor,0.33877551020408164
cp,style,momentum_factor,0.1306122448979592
cp,style,volatility_factor,0.04897959183673469
