from,to,shift_score
2020-12-02,2020-12-03,0.16632928184941687
2020-10-30,2020-11-02,0.09766923200649143
2020-11-27,2020-11-30,0.08412510080329284
2020-12-11,2020-12-14,0.06117502342015824
2020-11-05,2020-11-06,0.05740766619447306
