from,to,shift_score
2023-10-26,2023-10-27,0.00439603927863479
2023-10-27,2023-10-30,0.0019793233658836795
2023-12-22,2023-12-25,0.0017381496478289745
2023-12-04,2023-12-05,0.0011592423517347392
2023-12-20,2023-12-21,0.0010513487151838725
