left,right,score
momentum_factor,volatility_factor,0.7130383183672491
quality_factor,volatility_factor,0.529003203242442
momentum_factor,value_factor,0.29993213063724844
momentum_factor,quality_factor,-0.058301496006679804
value_factor,volatility_factor,-0.3448353903026075
