left,right,score
600095.SH,600098.SH,0.9999999999634642
600023.SH,600062.SH,0.9999999938696656
600004.SH,600062.SH,0.9999999839318675
600004.SH,600023.SH,0.9999999579517955
600004.SH,600095.SH,0.9999999509846029
