from,to,shift_score
2015-10-27,2015-10-28,0.06700454120528493
2015-11-26,2015-11-27,0.05708390338171093
2015-11-30,2015-12-01,0.04965276273331144
2015-11-10,2015-11-11,0.04682278257618321
2015-12-24,2015-12-25,0.04672028032784392
