trade_date,model,long_quantile,short_quantile,long_return,short_return,long_short_return,cumulative_nav,drawdown
2019-10-24,tucker,1,5,0.027073423284898257,0.027765686399938847,-0.0006922631150405902,0.9993077368849594,-0.0006922631150405589
2019-10-25,tucker,1,5,0.030030943112951763,0.018197115105986712,0.011833828006965051,1.0111333727692855,0.0
2019-10-28,tucker,1,5,0.00997783737624175,0.031810265843182015,-0.021832428466940265,0.989057875737764,-0.021832428466940224
2019-10-29,tucker,1,5,0.019386661209825795,0.0313514023907964,-0.011964741180970608,0.9772240542415611,-0.03353595029195189
2019-10-30,tucker,1,5,0.020246183493029424,0.02311869683241647,-0.0028725133393870464,0.9744169651101823,-0.03631213116677634
2019-10-31,tucker,1,5,0.03869192614475528,0.03538445211318508,0.0033074740315701956,0.9776398239182056,-0.03312475856607122
2019-11-01,tucker,1,5,0.016157684619864554,0.02469350056557651,-0.008535815945711955,0.9692948703200416,-0.041377827669417
2019-11-04,tucker,1,5,-0.0215279313484128,-0.01036527589424425,-0.011162655454168549,0.958474965649166,-0.052078596689869916
2019-11-05,tucker,1,5,-0.03136477029819934,-0.007796950378541001,-0.02356781991965834,0.9358858002612458,-0.07441903762107283
2019-11-06,tucker,1,5,-0.015308181109101399,0.013926522088749529,-0.029234703197850927,0.908525456663525,-0.10147812234180209
2019-11-07,tucker,1,5,-0.01937948682138202,0.028205260223426194,-0.04758474704480821,0.8652935026244223,-0.14423405860439353
2019-11-08,tucker,1,5,-0.013917920893953106,0.0337889507355423,-0.047706871629495405,0.8240130565728826,-0.18505997451544798
2019-11-11,tucker,1,5,0.02162101040901815,0.060407775629631386,-0.03878676522061324,0.7920522556088704,-0.21666886195279778
2019-11-12,tucker,1,5,0.028411994423050868,0.10204058128450866,-0.07362858686145779,0.733734567307959,-0.2743444266917908
2019-11-13,tucker,1,5,0.05094121281141517,0.0813737343312332,-0.030432521519818026,0.7114051742985252,-0.2964279555424688
2019-11-14,tucker,1,5,0.03552724098655641,0.04408142233996853,-0.00855418135341212,0.7053196854218199,-0.3024464384059494
2019-11-15,tucker,1,5,0.01005562160809792,-0.0330785007755418,0.04313412238363972,0.7357430310523949,-0.27235807771100795
2019-11-18,tucker,1,5,-0.005758952608082651,-0.054295310716599335,0.04853635810851668,0.7714533182833995,-0.23704098879601987
2019-11-19,tucker,1,5,-0.027949523832126177,-0.06694556816492629,0.038996044332800114,0.8015369460838647,-0.20728860537100013
2019-11-20,tucker,1,5,-0.03956222986732419,-0.05415520754727692,0.014592977679952733,0.813233756847724,-0.19572058568253492
2019-11-21,tucker,1,5,-0.02872437873782166,-0.02546304930235713,-0.0032613294354645293,0.8105815336586032,-0.19834360581078658
2019-11-22,tucker,1,5,-0.013047956954486822,-0.0046286521970736304,-0.008419304757413192,0.8037570006960001,-0.20509299530419445
2019-11-25,tucker,1,5,-0.02056837249280047,0.004431464316487459,-0.024999836809287926,0.7836632068442774,-0.2249655407001495
2019-11-26,tucker,1,5,-0.019622598888123732,-0.01936063207193179,-0.0002619668161919428,0.7834579130890136,-0.22516857400989132
2019-11-27,tucker,1,5,-0.03147339518153394,0.00643188869486544,-0.03790528387639938,0.7537607184881631,-0.25453877916840173
2019-11-28,tucker,1,5,-0.028767278178244537,-0.00674440424218565,-0.02202287393605889,0.7371607412069451,-0.2709559776589966
2019-11-29,tucker,1,5,-0.01844623709925952,0.020552450045017743,-0.03899868714427726,0.7084124400855719,-0.2993877374006789
2019-12-02,tucker,1,5,-0.007189586894043365,-0.004441355168336357,-0.002748231725707008,0.7064655585428432,-0.3013131822481737
2019-12-03,tucker,1,5,0.00887576329681894,0.0268535310974127,-0.01797776780059376,0.6937648847722432,-0.31387401162305184
2019-12-04,tucker,1,5,0.00952498537083929,0.015141975219065398,-0.0056169898482261085,0.6898680144574217,-0.3177279743343693
2019-12-05,tucker,1,5,-0.0029383731763759913,0.009526545125852572,-0.012464918302228564,0.6812688660178894,-0.32623243939418733
2019-12-06,tucker,1,5,0.00646000084657572,0.01927713863659473,-0.012817137790019011,0.6725369490900881,-0.334868211056917
2019-12-09,tucker,1,5,0.019389252877347607,0.049786067749261136,-0.03039681487191353,0.6520939679540751,-0.3550860989108445
2019-12-10,tucker,1,5,0.025646028026475864,0.029914681892508645,-0.004268653866032781,0.6493104045167513,-0.35783901312798716
2019-12-11,tucker,1,5,0.026678758499967314,0.00738832982629264,0.019290428673674673,0.6618358805621565,-0.345451452413716
2019-12-12,tucker,1,5,0.04276992937084623,-0.01032528278024065,0.053095212151086875,0.6969761970498055,-0.3106980584164366
2019-12-13,tucker,1,5,0.02605720347458762,-0.03328393330371119,0.05934113677829881,0.7383355568901565,-0.26979409761937945
2019-12-16,tucker,1,5,-0.0007127330497792295,-0.03208356219704245,0.03137082914726322,0.761497755498707,-0.24688693301347386
2019-12-17,tucker,1,5,0.0023688559869320946,-0.04007338834093764,0.042442244327869735,0.7938174292927076,-0.21492312421792037
2019-12-18,tucker,1,5,0.004072050580440967,-0.02210856264988018,0.026180613230321146,0.8146000563845077,-0.19436933017700087
2019-12-19,tucker,1,5,-0.007636810408051836,-0.004293318521474092,-0.003343491886577744,0.8118764477051803,-0.19706294978513228
2019-12-20,tucker,1,5,-0.004849110985359173,-0.007362310500038756,0.0025131995146795826,0.8139168551995328,-0.19504500878021402
2019-12-23,tucker,1,5,0.013851986498609248,-0.00653293187462513,0.020384918373234376,0.8305084838553749,-0.17863606699007106
2019-12-24,tucker,1,5,0.042085718710852926,0.014132309771601166,0.02795340893925176,0.8537240271321022,-0.15567614508269234
2019-12-25,tucker,1,5,0.040044481508771324,0.017761716524060427,0.022282764984710896,0.8727473589904877,-0.13686227505258486
