model,exposure_type,name,weight
cp,industry,C26化学原料和化学制品制造业,0.18333333333333332
cp,industry,C35专用设备制造业,0.12395833333333334
cp,industry,C27医药制造业,0.12083333333333333
cp,industry,F52零售业,0.1
cp,industry,C15酒、饮料和精制茶制造业,0.1
cp,industry,C39计算机、通信和其他电子设备制造业,0.07604166666666666
cp,industry,C40仪器仪表制造业,0.05
cp,industry,I65软件和信息技术服务业,0.05
cp,industry,L72商务服务业,0.04791666666666667
cp,industry,C30非金属矿物制品业,0.04479166666666667
cp,industry,C33金属制品业,0.03333333333333333
cp,industry,C14食品制造业,0.025
cp,industry,C28化学纤维制造业,0.016666666666666666
cp,industry,Q84卫生,0.016666666666666666
cp,industry,C38电气机械和器材制造业,0.011458333333333333
cp,style,momentum_factor,0.9677083333333333
cp,style,value_factor,0.03229166666666667
