left,right,score
600739.SH,601155.SH,0.9999999820661212
600104.SH,601398.SH,0.999999961115
600483.SH,601699.SH,0.9999999354324842
600390.SH,601988.SH,0.999999878659006
600000.SH,601155.SH,0.9999997385245547
