from,to,shift_score
2023-10-26,2023-10-27,0.005634645297595425
2023-10-30,2023-10-31,0.004891776672406944
2023-10-25,2023-10-26,0.003138327748221261
2023-11-30,2023-12-01,0.0010530029155742622
2023-10-27,2023-10-30,0.0009375373837701509
