model,exposure_type,name,weight
pca,industry,C39计算机、通信和其他电子设备制造业,0.2760416666666667
pca,industry,C27医药制造业,0.165625
pca,industry,I65软件和信息技术服务业,0.13020833333333334
pca,industry,C31黑色金属冶炼和压延加工业,0.06354166666666666
pca,industry,J67资本市场服务,0.04791666666666667
pca,industry,C36汽车制造业,0.04583333333333333
pca,industry,A03畜牧业,0.040625
pca,industry,E48土木工程建筑业,0.03958333333333333
pca,industry,C35专用设备制造业,0.03333333333333333
pca,industry,C28化学纤维制造业,0.025
pca,industry,P83教育,0.023958333333333335
pca,industry,L72商务服务业,0.022916666666666665
pca,industry,G56航空运输业,0.019791666666666666
pca,industry,B06煤炭开采和洗选业,0.013541666666666667
pca,industry,G58多式联运和运输代理业,0.013541666666666667
pca,industry,F52零售业,0.009375
pca,industry,R87广播、电视、电影和录音制作业,0.008333333333333333
pca,industry,C25石油、煤炭及其他燃料加工业,0.00625
pca,industry,C29橡胶和塑料制品业,0.005208333333333333
pca,industry,C13农副食品加工业,0.003125
pca,industry,G53铁路运输业,0.0020833333333333333
pca,industry,C38电气机械和器材制造业,0.0010416666666666667
pca,industry,I64互联网和相关服务,0.0010416666666666667
pca,industry,C40仪器仪表制造业,0.0010416666666666667
pca,industry,C32有色金属冶炼和压延加工业,0.0010416666666666667
pca,style,quality_factor,0.8916666666666667
pca,style,momentum_factor,0.10729166666666666
pca,style,value_factor,0.0010416666666666667
