from,to,shift_score
2023-10-26,2023-10-27,0.049654875520671216
2023-11-23,2023-11-24,0.04573316093941961
2023-11-29,2023-11-30,0.040843140231344825
2023-12-05,2023-12-06,0.03520211957141854
2023-12-07,2023-12-08,0.028414967992890686
