model,exposure_type,name,weight
cp,industry,J66货币金融服务,0.25
cp,industry,C31黑色金属冶炼和压延加工业,0.17083333333333334
cp,industry,G55水上运输业,0.16666666666666666
cp,industry,C36汽车制造业,0.1375
cp,industry,C32有色金属冶炼和压延加工业,0.09166666666666666
cp,industry,C35专用设备制造业,0.075
cp,industry,B07石油和天然气开采业,0.03333333333333333
cp,industry,C38电气机械和器材制造业,0.029166666666666667
cp,industry,I63电信、广播电视和卫星传输服务,0.020833333333333332
cp,industry,D44电力、热力生产和供应业,0.0125
cp,industry,C39计算机、通信和其他电子设备制造业,0.0125
cp,style,value_factor,0.8666666666666667
cp,style,momentum_factor,0.13333333333333333
