from,to,shift_score
2018-11-29,2018-11-30,0.05472474931395971
2018-11-02,2018-11-05,0.045016585173853714
2018-11-08,2018-11-09,0.037016977398497505
2018-12-06,2018-12-07,0.036996063726733794
2018-11-07,2018-11-08,0.036006316598594386
