model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,5,48,-0.0053785444549139,-0.23819524527658842,0.37151353302256407,-3.6483010231446467,-0.36598029197553583,0.19166666666666665
pca,5,48,-0.005992019404693701,-0.25944291652709295,0.35187030876196024,-4.291322263863752,-0.3294209763068072,0.15
tucker,5,48,-0.008979987015466982,-0.3603798290456066,0.3797090070602214,-5.959713058739155,-0.4643130825860512,0.020833333333333332
