from,to,shift_score
2024-11-04,2024-11-05,5045030.920397661
2024-11-07,2024-11-08,3104341.16177763
2024-11-14,2024-11-15,1510046.3526070227
2024-11-25,2024-11-26,1412638.7400948561
2024-11-01,2024-11-04,1377182.0786724575
