left,right,score
momentum_factor,volatility_factor,-0.030690937704285756
momentum_factor,value_factor,-0.06020066221129759
momentum_factor,quality_factor,-0.06450295341829117
value_factor,volatility_factor,-0.34742926211033476
quality_factor,volatility_factor,-0.3722582233244057
