trade_date,model,quantile,daily_return,cumulative_nav
2023-10-25,tucker,1,0.003577817531305927,1.003577817531306
2023-10-25,tucker,2,0.04292970031718257,1.0429297003171825
2023-10-25,tucker,3,0.008694105537222607,1.0086941055372227
2023-10-25,tucker,4,0.03555511698901315,1.0355551169890131
2023-10-25,tucker,5,0.02916107568428211,1.0291610756842822
2023-10-26,tucker,1,-0.0022253083719709355,1.001344547412029
2023-10-26,tucker,2,0.02584368973644746,1.069882851909106
2023-10-26,tucker,3,0.007547043338370807,1.0163067636668714
2023-10-26,tucker,4,0.0022455019605636117,1.0378804580344836
2023-10-26,tucker,5,0.03342863026484638,1.0635645207663036
2023-10-27,tucker,1,-0.01091625296783938,0.9904136170245127
2023-10-27,tucker,2,-0.01068675675051839,1.0584492741192024
2023-10-27,tucker,3,-0.0009255816835518349,1.0153660887415517
2023-10-27,tucker,4,-0.006148972204089276,1.031498559946862
2023-10-27,tucker,5,-0.0001041551675640684,1.063453745025428
2023-10-30,tucker,1,0.003603603603603567,0.9939826751038803
2023-10-30,tucker,2,-0.008154685681471263,1.0498179529789788
2023-10-30,tucker,3,0.004382118323181139,1.0198155430837628
2023-10-30,tucker,4,0.0023466895071952987,1.0339191667941763
2023-10-30,tucker,5,-0.014213256260449475,1.0483386044262468
2023-10-31,tucker,1,0.0013007054673720986,0.9952755538038611
2023-10-31,tucker,2,-0.015526801762375197,1.0335176377364916
2023-10-31,tucker,3,-0.009670560733940625,1.0099533549369546
2023-10-31,tucker,4,-0.0023570726160127564,1.031482144238955
2023-10-31,tucker,5,-0.012451453807211327,1.035285264718917
2023-11-01,tucker,1,-0.005328596802841867,0.9899721316699153
2023-11-01,tucker,2,-0.010528789984168896,1.0226359475838298
2023-11-01,tucker,3,0.0002669163850873568,1.010222928035561
2023-11-01,tucker,4,-0.003947484934775647,1.0274103840140818
2023-11-01,tucker,5,-0.02420872254957121,1.0102223309856775
2023-11-02,tucker,1,-0.008787346221441172,0.9812729037993536
2023-11-02,tucker,2,0.02090535479572908,1.0440145148949365
2023-11-02,tucker,3,-0.014724214937975155,0.9953481885078949
2023-11-02,tucker,4,0.007638373282153943,1.0352581280411424
2023-11-02,tucker,5,-0.03194831210275456,0.9779474326621748
2023-11-03,tucker,1,-0.012427876394205895,0.9690777654419518
2023-11-03,tucker,2,0.011474078049071301,1.0559936189232044
2023-11-03,tucker,3,-0.016348504248632212,0.9790757344192051
2023-11-03,tucker,4,0.006149132050357609,1.0416240669766732
2023-11-03,tucker,5,-0.02085481155347138,0.957552523244804
2023-11-06,tucker,1,-0.01146428727256854,0.9579679795494664
2023-11-06,tucker,2,-0.010548885732178603,1.0448540629032739
2023-11-06,tucker,3,-0.01448456610366916,0.9648942472235117
2023-11-06,tucker,4,0.021201814058956825,1.0637083867640469
2023-11-06,tucker,5,-0.033600746765596684,0.9253780433964972
2023-11-07,tucker,1,-0.006134969325153339,0.9520908753804513
2023-11-07,tucker,2,-0.0034619887506044944,1.0412367898914794
2023-11-07,tucker,3,-0.0033277870216306127,0.9616832846703552
2023-11-07,tucker,4,0.031482162215317855,1.0971962267459467
2023-11-07,tucker,5,-0.017729628945054948,0.9089714340531764
2023-11-08,tucker,1,0.004900922198556978,0.956756998686647
2023-11-08,tucker,2,0.0037342661293844337,1.04512504516864
2023-11-08,tucker,3,-0.004992426004448991,0.9568821520319231
2023-11-08,tucker,4,0.03575455211680478,1.1364259864174961
2023-11-08,tucker,5,0.006657588854189239,0.9150229921413053
2023-11-09,tucker,1,0.0008944543828264262,0.9576127741774221
2023-11-09,tucker,2,-0.003740725585860749,1.0412155191717538
2023-11-09,tucker,3,-0.009119580668088212,0.9481557880566142
2023-11-09,tucker,4,0.021807573604154307,1.1612086797619694
2023-11-09,tucker,5,0.002371557959502474,0.9171930222014458
2023-11-10,tucker,1,0.0031446540880503138,0.9606241351025082
2023-11-10,tucker,2,0.0034480908128713406,1.044805724837629
2023-11-10,tucker,3,0.0008300943083551227,0.9489428467797139
2023-11-10,tucker,4,0.025766135935627488,1.191128540454347
2023-11-10,tucker,5,-0.0006676349629696487,0.9165806720720324
2023-11-13,tucker,1,-0.0007478847141294542,0.9599056989958412
2023-11-13,tucker,2,-0.007568276111229066,1.036898346629465
2023-11-13,tucker,3,0.03538376048900027,0.9825200131879173
2023-11-13,tucker,4,0.008312324121829806,1.2010295869533658
2023-11-13,tucker,5,0.015938158499834265,0.9311892801014012
2023-11-14,tucker,1,0.0013746966762394064,0.961225278169754
2023-11-14,tucker,2,-0.0011999589220666462,1.035654111207151
2023-11-14,tucker,3,0.0345462395509768,1.016462384927136
2023-11-14,tucker,4,-0.005162025979629337,1.194829841023209
2023-11-14,tucker,5,0.010771289421317914,0.9412193893434021
2023-11-15,tucker,1,-0.005190043949733825,0.9562364767304578
2023-11-15,tucker,2,-0.012040721140125887,1.0231840888564807
2023-11-15,tucker,3,0.02613510520487261,1.0430277362940024
2023-11-15,tucker,4,-0.007587733510829309,1.1857637905987384
2023-11-15,tucker,5,0.001858401381351682,0.9429685527567128
2023-11-16,tucker,1,-0.0008928571428570287,0.9553826941619485
2023-11-16,tucker,2,0.013368681586217068,1.0368627111444866
2023-11-16,tucker,3,0.030516265912305496,1.0748570480486601
2023-11-16,tucker,4,0.0020473793764248516,1.1881914989289215
2023-11-16,tucker,5,0.015793080059833903,0.9578609306043051
2023-11-17,tucker,1,0.006339928057554012,0.9614397517103674
2023-11-17,tucker,2,0.004528732487884324,1.0415583849899224
2023-11-17,tucker,3,0.02837882171643913,1.1053602245858911
2023-11-17,tucker,4,-0.022404007619510447,1.1615712475334805
2023-11-17,tucker,5,0.004302603648972697,0.9619822265395315
2023-11-20,tucker,1,2.236135957073282e-05,0.9614612508103609
2023-11-20,tucker,2,-0.013708869193256645,1.027279797332956
2023-11-20,tucker,3,0.014029684601113201,1.1208680799074469
2023-11-20,tucker,4,-0.007593552101324119,1.1527507957459349
2023-11-20,tucker,5,-0.0016274119899301331,0.9604166851299614
2023-11-21,tucker,1,-0.0027309058614564674,0.9588355906449597
2023-11-21,tucker,2,-0.024942282449590403,1.0016570944731193
2023-11-21,tucker,3,-0.013923462590281266,1.1052617151282151
2023-11-21,tucker,4,-0.011841546913169576,1.1391004431189158
2023-11-21,tucker,5,0.005483754313251571,0.9656833742695615
2023-11-22,tucker,1,-0.002438997164735557,0.956496993357929
2023-11-22,tucker,2,-0.02997801582759574,0.9716294022411807
2023-11-22,tucker,3,-0.03027620134248077,1.0717985889048576
2023-11-22,tucker,4,-0.018382893572114367,1.1181604809051124
2023-11-22,tucker,5,-0.0015945301049854754,0.9641435630574048
2023-11-23,tucker,1,-0.0034552936440488957,0.9531920153762276
2023-11-23,tucker,2,-0.02732226028751744,0.9450822908101422
2023-11-23,tucker,3,-0.05386904761904754,1.0140618196811138
2023-11-23,tucker,4,-0.0057479838178898235,1.111733312555066
2023-11-23,tucker,5,-0.002526912049050839,0.9617072570709002
2023-11-24,tucker,1,0.0019098378858539156,0.9550124575996866
2023-11-24,tucker,2,-0.05221698752802256,0.895732940617954
2023-11-24,tucker,3,-0.04247276623608548,0.9709918090648583
2023-11-24,tucker,4,0.014432463110102156,1.1277783625767885
2023-11-24,tucker,5,-0.0027954777870600467,0.9590188257961041
2023-11-27,tucker,1,0.010756477379514018,0.9652850274970116
2023-11-27,tucker,2,-0.0532560784639422,0.8480297168496667
2023-11-27,tucker,3,-0.03446537640738839,0.937526210876947
2023-11-27,tucker,4,0.0053761032211818716,1.1338414154646168
2023-11-27,tucker,5,-0.00230993417779482,0.956803555433249
2023-11-28,tucker,1,0.0005583847047261892,0.9658240278920671
2023-11-28,tucker,2,-0.07719405908820953,0.7825668607786159
2023-11-28,tucker,3,-0.023644290999528916,0.9153590683272868
2023-11-28,tucker,4,0.007015810276679801,1.1417962317193586
2023-11-28,tucker,5,-0.011391802600603712,0.9459038382021977
2023-11-29,tucker,1,-0.0023562412342216787,0.9635483134925457
2023-11-29,tucker,2,-0.04550788942744377,0.7469538946087209
2023-11-29,tucker,3,-0.014163731076277997,0.9023941686452667
2023-11-29,tucker,4,0.020466047301977208,1.1651642874069466
2023-11-29,tucker,5,-0.01130514172368971,0.9352102612543398
2023-11-30,tucker,1,0.002586206896551757,0.966040248786061
2023-11-30,tucker,2,-0.04583097003005471,0.7127202730510759
2023-11-30,tucker,3,-0.024854819976771247,0.8799653240355003
2023-11-30,tucker,4,0.002627840909090906,1.1682261537872063
2023-11-30,tucker,5,-0.028367732545779928,0.9086804666890077
2023-12-01,tucker,1,-0.006412881093343703,0.9598451475392118
2023-12-01,tucker,2,-0.0437149678504572,0.681563729228279
2023-12-01,tucker,3,0.002450980392156854,0.8821221017904893
2023-12-01,tucker,4,0.005400485436893088,1.174535142117732
2023-12-01,tucker,5,-0.02437016349050175,0.8865357751551711
2023-12-04,tucker,1,-0.008319185059422751,0.9518600181284441
2023-12-04,tucker,2,-0.037391609991053065,0.6560789640809275
2023-12-04,tucker,3,-0.010549872122762205,0.8728158264199375
2023-12-04,tucker,4,0.007025535310546616,1.182786880232158
2023-12-04,tucker,5,-0.02327267469470648,0.8659037164547654
2023-12-05,tucker,1,-0.0032467532467532756,0.948769563524131
2023-12-05,tucker,2,0.025844169384988958,0.673034779958563
2023-12-05,tucker,3,0.0074096580781073396,0.8792830932588699
2023-12-05,tucker,4,0.008839950372208416,1.1932426575543096
2023-12-05,tucker,5,-0.01144133239615161,0.8559966242117434
2023-12-06,tucker,1,-0.011893488455988477,0.9374853836729635
2023-12-06,tucker,2,-0.007151890171812558,0.6682213091304893
2023-12-06,tucker,3,-0.021379164943521378,0.8604847549760388
2023-12-06,tucker,4,0.00672966018986787,1.201272775163705
2023-12-06,tucker,5,-0.023441792216251423,0.835930529209159
2023-12-07,tucker,1,-0.02561127366898741,0.9134751889510396
2023-12-07,tucker,2,-0.01483806536584259,0.6583061976667621
2023-12-07,tucker,3,-0.02471337372158161,0.8392192736445924
2023-12-07,tucker,4,0.0036754311563472197,1.2056879705488133
2023-12-07,tucker,5,-0.015059885484236368,0.823341511166492
2023-12-08,tucker,1,-0.032391002063335506,0.8838868122209207
2023-12-08,tucker,2,-0.002350733538041605,0.6567586952096062
2023-12-08,tucker,3,-0.03236553060894842,0.8120574965558288
2023-12-08,tucker,4,-0.01900590222354198,1.1827727828684618
2023-12-08,tucker,5,-0.0260849546851461,0.8018646851573143
2023-12-11,tucker,1,-0.044106836559666796,0.8449013610570476
2023-12-11,tucker,2,1.3763521525544942e-05,0.6567677345220448
2023-12-11,tucker,3,-0.04461802056037084,0.7758250984782976
2023-12-11,tucker,4,-0.02500480924774623,1.15319777504941
2023-12-11,tucker,5,-0.006341891144574452,0.7967793466113682
2023-12-12,tucker,1,-0.03938413853513917,0.8116256488046492
2023-12-12,tucker,2,-0.03931802583140953,0.6309449237708707
2023-12-12,tucker,3,-0.05790986387768954,0.7308971726325243
2023-12-12,tucker,4,-0.032380952380952455,1.1158561328097147
2023-12-12,tucker,5,-0.01652325195369808,0.7836139607158056
2023-12-13,tucker,1,-0.03872055816747333,0.7801990506598955
2023-12-13,tucker,2,-0.033402077130061936,0.609870052762255
2023-12-13,tucker,3,-0.043235199485199494,0.6992966875705888
2023-12-13,tucker,4,-0.02273005812731993,1.0904926580492234
2023-12-13,tucker,5,0.004565444812847735,0.7871915070080306
2023-12-14,tucker,1,-0.023012329931972775,0.7622448526934981
2023-12-14,tucker,2,-0.01113183241763821,0.6030810815383695
