model,exposure_type,name,weight
cp,industry,C39计算机、通信和其他电子设备制造业,0.15833333333333333
cp,industry,J66货币金融服务,0.15520833333333334
cp,industry,I65软件和信息技术服务业,0.078125
cp,industry,F51批发业,0.057291666666666664
cp,industry,C36汽车制造业,0.05520833333333333
cp,industry,C15酒、饮料和精制茶制造业,0.05
cp,industry,C27医药制造业,0.04895833333333333
cp,industry,C35专用设备制造业,0.04479166666666667
cp,industry,C28化学纤维制造业,0.041666666666666664
cp,industry,C30非金属矿物制品业,0.0375
cp,industry,K70房地产业,0.036458333333333336
cp,industry,J69其他金融业,0.030208333333333334
cp,industry,B06煤炭开采和洗选业,0.028125
cp,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.028125
cp,industry,C29橡胶和塑料制品业,0.019791666666666666
cp,industry,I64互联网和相关服务,0.017708333333333333
cp,industry,B11开采专业及辅助性活动,0.014583333333333334
cp,industry,C38电气机械和器材制造业,0.014583333333333334
cp,industry,C34通用设备制造业,0.013541666666666667
cp,industry,C31黑色金属冶炼和压延加工业,0.0125
cp,industry,C26化学原料和化学制品制造业,0.0125
cp,industry,C32有色金属冶炼和压延加工业,0.011458333333333333
cp,industry,F52零售业,0.011458333333333333
cp,industry,Q84卫生,0.011458333333333333
cp,industry,E48土木工程建筑业,0.007291666666666667
cp,industry,C14食品制造业,0.0020833333333333333
cp,industry,J67资本市场服务,0.0010416666666666667
cp,style,value_factor,0.45416666666666666
cp,style,momentum_factor,0.3802083333333333
cp,style,quality_factor,0.153125
cp,style,volatility_factor,0.0125
