from,to,shift_score
2025-12-10,2025-12-11,0.07375293293877651
2025-12-01,2025-12-02,0.06645099784192217
2025-11-17,2025-11-18,0.04855877761802191
2025-12-03,2025-12-04,0.04735872473932777
2025-10-27,2025-10-28,0.04409871818237816
