from,to,shift_score
2025-10-28,2025-10-29,0.007984116999403018
2025-10-27,2025-10-28,0.006776397302070677
2025-12-18,2025-12-19,0.0022004223034778224
2025-11-05,2025-11-06,0.0015007410538494385
2025-10-31,2025-11-03,0.0013647259361905424
