left,right,score
momentum_factor,volatility_factor,0.71342102769661
momentum_factor,value_factor,0.26745335391026404
momentum_factor,quality_factor,0.012365697671649458
quality_factor,value_factor,-0.008377158421145055
quality_factor,volatility_factor,-0.022345981323588168
