from,to,shift_score
2025-12-18,2025-12-19,0.40508709242082763
2025-11-20,2025-11-21,0.3235082823571619
2025-11-17,2025-11-18,0.23550950991267375
2025-10-29,2025-10-30,0.21948307518784288
2025-11-03,2025-11-04,0.21017361312131483
