market_id,universe_id,stock_code,start_date,end_date
cn_a,HS300,000001,2026-03-02,2026-04-04
cn_a,HS300,000002,2026-03-02,2026-04-04
cn_a,HS300,000063,2026-03-02,2026-04-04
cn_a,HS300,000100,2026-03-02,2026-04-04
cn_a,HS300,000157,2026-03-02,2026-04-04
cn_a,HS300,000166,2026-03-02,2026-04-04
cn_a,HS300,000301,2026-03-02,2026-04-04
cn_a,HS300,000333,2026-03-02,2026-04-04
cn_a,HS300,000338,2026-03-02,2026-04-04
cn_a,HS300,000408,2026-03-02,2026-04-04
cn_a,HS300,000425,2026-03-02,2026-04-04
cn_a,HS300,000538,2026-03-02,2026-04-04
cn_a,HS300,000568,2026-03-02,2026-04-04
cn_a,HS300,000596,2026-03-02,2026-04-04
cn_a,HS300,000617,2026-03-02,2026-04-04
cn_a,HS300,000625,2026-03-02,2026-04-04
cn_a,HS300,000630,2026-03-02,2026-04-04
cn_a,HS300,000651,2026-03-02,2026-04-04
cn_a,HS300,000661,2026-03-02,2026-04-04
cn_a,HS300,000708,2026-03-02,2026-04-04
cn_a,HS300,000725,2026-03-02,2026-04-04
cn_a,HS300,000768,2026-03-02,2026-04-04
cn_a,HS300,000776,2026-03-02,2026-04-04
cn_a,HS300,000786,2026-03-02,2026-04-04
cn_a,HS300,000792,2026-03-02,2026-04-04
cn_a,HS300,000807,2026-03-02,2026-04-04
cn_a,HS300,000858,2026-03-02,2026-04-04
cn_a,HS300,000876,2026-03-02,2026-04-04
cn_a,HS300,000895,2026-03-02,2026-04-04
cn_a,HS300,000938,2026-03-02,2026-04-04
cn_a,HS300,000963,2026-03-02,2026-04-04
cn_a,HS300,000975,2026-03-02,2026-04-04
cn_a,HS300,000977,2026-03-02,2026-04-04
cn_a,HS300,000983,2026-03-02,2026-04-04
cn_a,HS300,000999,2026-03-02,2026-04-04
cn_a,HS300,001391,2026-03-02,2026-04-04
cn_a,HS300,001965,2026-03-02,2026-04-04
cn_a,HS300,001979,2026-03-02,2026-04-04
cn_a,HS300,002001,2026-03-02,2026-04-04
cn_a,HS300,002027,2026-03-02,2026-04-04
cn_a,HS300,002028,2026-03-02,2026-04-04
cn_a,HS300,002049,2026-03-02,2026-04-04
cn_a,HS300,002050,2026-03-02,2026-04-04
cn_a,HS300,002074,2026-03-02,2026-04-04
cn_a,HS300,002142,2026-03-02,2026-04-04
cn_a,HS300,002179,2026-03-02,2026-04-04
cn_a,HS300,002230,2026-03-02,2026-04-04
cn_a,HS300,002236,2026-03-02,2026-04-04
cn_a,HS300,002241,2026-03-02,2026-04-04
cn_a,HS300,002252,2026-03-02,2026-04-04
cn_a,HS300,002304,2026-03-02,2026-04-04
cn_a,HS300,002311,2026-03-02,2026-04-04
cn_a,HS300,002352,2026-03-02,2026-04-04
cn_a,HS300,002371,2026-03-02,2026-04-04
cn_a,HS300,002384,2026-03-02,2026-04-04
cn_a,HS300,002415,2026-03-02,2026-04-04
cn_a,HS300,002422,2026-03-02,2026-04-04
cn_a,HS300,002459,2026-03-02,2026-04-04
cn_a,HS300,002460,2026-03-02,2026-04-04
cn_a,HS300,002463,2026-03-02,2026-04-04
cn_a,HS300,002466,2026-03-02,2026-04-04
cn_a,HS300,002475,2026-03-02,2026-04-04
cn_a,HS300,002493,2026-03-02,2026-04-04
cn_a,HS300,002594,2026-03-02,2026-04-04
cn_a,HS300,002600,2026-03-02,2026-04-04
cn_a,HS300,002601,2026-03-02,2026-04-04
cn_a,HS300,002625,2026-03-02,2026-04-04
cn_a,HS300,002648,2026-03-02,2026-04-04
cn_a,HS300,002709,2026-03-02,2026-04-04
cn_a,HS300,002714,2026-03-02,2026-04-04
cn_a,HS300,002736,2026-03-02,2026-04-04
cn_a,HS300,002916,2026-03-02,2026-04-04
cn_a,HS300,002920,2026-03-02,2026-04-04
cn_a,HS300,002938,2026-03-02,2026-04-04
cn_a,HS300,003816,2026-03-02,2026-04-04
cn_a,HS300,300014,2026-03-02,2026-04-04
cn_a,HS300,300015,2026-03-02,2026-04-04
cn_a,HS300,300033,2026-03-02,2026-04-04
cn_a,HS300,300059,2026-03-02,2026-04-04
cn_a,HS300,300122,2026-03-02,2026-04-04
cn_a,HS300,300124,2026-03-02,2026-04-04
cn_a,HS300,300251,2026-03-02,2026-04-04
cn_a,HS300,300274,2026-03-02,2026-04-04
cn_a,HS300,300308,2026-03-02,2026-04-04
cn_a,HS300,300316,2026-03-02,2026-04-04
cn_a,HS300,300347,2026-03-02,2026-04-04
cn_a,HS300,300394,2026-03-02,2026-04-04
cn_a,HS300,300408,2026-03-02,2026-04-04
cn_a,HS300,300413,2026-03-02,2026-04-04
cn_a,HS300,300418,2026-03-02,2026-04-04
cn_a,HS300,300433,2026-03-02,2026-04-04
cn_a,HS300,300442,2026-03-02,2026-04-04
cn_a,HS300,300476,2026-03-02,2026-04-04
cn_a,HS300,300498,2026-03-02,2026-04-04
cn_a,HS300,300502,2026-03-02,2026-04-04
cn_a,HS300,300628,2026-03-02,2026-04-04
cn_a,HS300,300661,2026-03-02,2026-04-04
cn_a,HS300,300750,2026-03-02,2026-04-04
cn_a,HS300,300759,2026-03-02,2026-04-04
cn_a,HS300,300760,2026-03-02,2026-04-04
cn_a,HS300,300782,2026-03-02,2026-04-04
cn_a,HS300,300803,2026-03-02,2026-04-04
cn_a,HS300,300832,2026-03-02,2026-04-04
cn_a,HS300,300866,2026-03-02,2026-04-04
cn_a,HS300,300896,2026-03-02,2026-04-04
cn_a,HS300,300979,2026-03-02,2026-04-04
cn_a,HS300,300999,2026-03-02,2026-04-04
cn_a,HS300,301236,2026-03-02,2026-04-04
cn_a,HS300,301269,2026-03-02,2026-04-04
cn_a,HS300,302132,2026-03-02,2026-04-04
cn_a,HS300,600000,2026-03-02,2026-04-04
cn_a,HS300,600009,2026-03-02,2026-04-04
cn_a,HS300,600010,2026-03-02,2026-04-04
cn_a,HS300,600011,2026-03-02,2026-04-04
cn_a,HS300,600015,2026-03-02,2026-04-04
cn_a,HS300,600016,2026-03-02,2026-04-04
cn_a,HS300,600018,2026-03-02,2026-04-04
cn_a,HS300,600019,2026-03-02,2026-04-04
cn_a,HS300,600023,2026-03-02,2026-04-04
cn_a,HS300,600025,2026-03-02,2026-04-04
cn_a,HS300,600026,2026-03-02,2026-04-04
cn_a,HS300,600027,2026-03-02,2026-04-04
cn_a,HS300,600028,2026-03-02,2026-04-04
cn_a,HS300,600029,2026-03-02,2026-04-04
cn_a,HS300,600030,2026-03-02,2026-04-04
cn_a,HS300,600031,2026-03-02,2026-04-04
cn_a,HS300,600036,2026-03-02,2026-04-04
cn_a,HS300,600039,2026-03-02,2026-04-04
cn_a,HS300,600048,2026-03-02,2026-04-04
cn_a,HS300,600050,2026-03-02,2026-04-04
cn_a,HS300,600061,2026-03-02,2026-04-04
cn_a,HS300,600066,2026-03-02,2026-04-04
cn_a,HS300,600085,2026-03-02,2026-04-04
cn_a,HS300,600089,2026-03-02,2026-04-04
cn_a,HS300,600104,2026-03-02,2026-04-04
cn_a,HS300,600111,2026-03-02,2026-04-04
cn_a,HS300,600115,2026-03-02,2026-04-04
cn_a,HS300,600150,2026-03-02,2026-04-04
cn_a,HS300,600160,2026-03-02,2026-04-04
cn_a,HS300,600161,2026-03-02,2026-04-04
cn_a,HS300,600176,2026-03-02,2026-04-04
cn_a,HS300,600183,2026-03-02,2026-04-04
cn_a,HS300,600188,2026-03-02,2026-04-04
cn_a,HS300,600196,2026-03-02,2026-04-04
cn_a,HS300,600219,2026-03-02,2026-04-04
cn_a,HS300,600233,2026-03-02,2026-04-04
cn_a,HS300,600276,2026-03-02,2026-04-04
cn_a,HS300,600309,2026-03-02,2026-04-04
