model,exposure_type,name,weight
cp,industry,C39计算机、通信和其他电子设备制造业,0.32727272727272727
cp,industry,C27医药制造业,0.18181818181818182
cp,industry,I65软件和信息技术服务业,0.14545454545454545
cp,industry,C38电气机械和器材制造业,0.05909090909090909
cp,industry,C34通用设备制造业,0.05
cp,industry,R87广播、电视、电影和录音制作业,0.05
cp,industry,A03畜牧业,0.04090909090909091
cp,industry,G56航空运输业,0.04090909090909091
cp,industry,C26化学原料和化学制品制造业,0.03636363636363636
cp,industry,J68保险业,0.02727272727272727
cp,industry,C15酒、饮料和精制茶制造业,0.022727272727272728
cp,industry,E48土木工程建筑业,0.013636363636363636
cp,industry,A01农业,0.004545454545454545
cp,style,momentum_factor,0.7
cp,style,volatility_factor,0.20909090909090908
cp,style,value_factor,0.09090909090909091
