trade_date,model,long_quantile,short_quantile,long_return,short_return,long_short_return,cumulative_nav,drawdown
2026-03-16,cp,1,5,-0.07028574738165003,-0.08239126726636861,0.012105519884718585,1.0121055198847186,0.0
2026-03-17,cp,1,5,-0.03975379226945836,-0.050423191950251016,0.010669399680792654,1.0229040781955052,0.0
2026-03-18,cp,1,5,-0.029242342301884272,-0.042076208437184584,0.012833866135300312,1.036031892204319,0.0
2026-03-19,cp,1,5,-0.02838794391195999,-0.03428079797429202,0.005892854062332028,1.0421370769490008,0.0
2026-03-20,cp,1,5,-0.004665631037073324,-0.002806972659731665,-0.0018586583773416592,1.0402001001405912,-0.001858658377341671
2026-03-23,cp,1,5,0.03253489038379307,0.03933463173050895,-0.006799741346715876,1.033127008510807,-0.008645761327839896
2026-03-24,cp,1,5,-0.00446188964842066,-1.218653216913533e-05,-0.004449703116251525,1.0285299000415529,-0.013056993372968617
2026-03-25,cp,1,5,0.0032187912536888264,-0.005379992586859342,0.008598783840548168,1.0373740063255508,-0.00457048379604208
2026-03-26,cp,1,5,0.008330350956077393,-0.010165706690614814,0.018496057646692207,1.0565613357477281,0.0
2026-03-27,cp,1,5,-0.02020759659297952,-0.029385298299803027,0.009177701706823506,1.0662581405221838,0.0
2026-03-30,cp,1,5,0.0,0.0,0.0,1.0662581405221838,0.0
