from,to,shift_score
2016-12-16,2016-12-19,4895738.889568079
2016-12-14,2016-12-15,4289668.590274211
2016-12-28,2016-12-29,3968555.035416343
2016-12-21,2016-12-22,3267504.687273094
2016-12-26,2016-12-27,3084209.499517456
