left,right,score
600015.SH,600026.SH,0.997764225555823
600009.SH,600021.SH,0.9909307893599125
600029.SH,600039.SH,0.9685687825889214
600026.SH,600048.SH,0.9681476788697054
600015.SH,600048.SH,0.9605837398620823
