model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,3,0.8903035045799165,0.943558956599913,-0.12530020713023227,3.69811320754717,4663.995950503564,-0.14531209729003716,-0.1346034917463489,-0.4647498086666364,0.657278858015262
tucker,"(2, 2, 2)",0.4107546762423427,0.6409014559527406,0.48082612291488613,5.469767441860465,1245.3856715108832,-0.0781944362988079,-0.06446886446886446,-0.3959224015880707,0.9553571818881513
pca,3,0.1407656408601123,0.3751874742846732,0.8220790954973878,0.3342808413871518,50009.14821387119,0.17511817273881727,0.14146329860615575,0.541737549714512,0.9534761645934648
