market,tdx_prefix,stock_code,trade_date,open,high,low,close,amount,volume,source_file
sh,sh,000905.SH,2005-01-04,996.68,996.68,984.8,986.93,1329187072.0,23237.62,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-05,986.57,1008.86,985.68,1003.63,1919861760.0,34861.01,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-06,1003.49,1003.49,990.79,994.6,1629216000.0,29339.05,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-07,993.43,1009.0,990.45,997.61,1906530688.0,33916.26,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-10,996.93,1006.46,993.12,1006.34,1650218880.0,29494.05,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-11,1006.21,1009.5,999.86,1008.34,1778497920.0,31361.15,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-12,1008.01,1008.74,998.36,1008.62,1825638656.0,31963.93,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-13,1008.1,1014.84,1005.35,1013.07,2716827392.0,47157.33,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-14,1012.7,1019.48,999.27,1000.17,2284638720.0,40169.37,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-17,990.99,991.02,974.33,977.52,2418653696.0,43586.03,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-18,977.6,991.84,974.15,991.42,2523669504.0,45161.32,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-19,991.29,991.29,981.23,986.24,2304569088.0,42552.49,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-20,983.2,983.2,966.89,972.46,2588992512.0,46520.48,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-21,971.5,989.72,951.43,988.52,3412342272.0,61852.55,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-24,1009.95,1009.95,998.37,1008.18,4105828864.0,73233.55,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-25,1006.0,1006.0,989.95,999.55,2651186688.0,46948.03,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-26,997.64,997.64,985.67,987.96,2238628608.0,41139.0,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-27,986.15,986.15,970.35,971.37,2214822656.0,41232.13,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-28,971.37,971.94,949.11,952.41,2106037376.0,40723.73,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-01-31,948.44,948.44,921.58,922.65,2058937472.0,40950.99,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-01,919.8,929.69,911.93,913.33,2076599296.0,41997.45,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-02,913.03,964.42,913.03,964.24,3522825984.0,65535.66,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-03,963.75,967.94,944.76,945.31,3476526592.0,63713.0,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-04,944.45,963.81,943.47,962.03,2874284544.0,51930.13,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-16,967.43,979.3,965.94,972.34,2555290368.0,46933.22,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-17,971.84,977.44,964.32,977.27,2081885440.0,40319.58,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-18,977.12,977.12,964.55,964.77,2134898944.0,41128.11,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-21,965.0,981.89,964.47,981.82,2568576768.0,47652.03,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-22,982.42,1008.67,980.51,1007.69,5328306176.0,95757.89,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-23,1008.29,1023.33,1002.8,1019.26,5822771712.0,102018.23,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-24,1018.29,1024.87,1012.45,1024.45,4874675200.0,86832.32,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-25,1024.57,1035.47,1023.74,1024.12,5608389632.0,96507.61,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-02-28,1023.19,1026.04,1014.94,1020.85,4174609152.0,70280.51,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-01,1020.6,1023.96,1011.56,1021.16,3803211776.0,66756.36,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-02,1021.36,1028.33,1005.34,1006.15,4197819904.0,74579.71,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-03,1004.1,1011.7,996.36,1011.29,2991525888.0,53724.94,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-04,1011.2,1012.67,1001.85,1003.21,2551598848.0,45251.89,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-07,1004.34,1008.36,1001.86,1006.95,2595513344.0,44751.4,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-08,1007.68,1029.46,1007.68,1029.46,4502177280.0,71870.07,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-09,1031.6,1034.62,1024.89,1032.55,5012633600.0,82578.22,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-10,1032.27,1032.27,1002.42,1005.55,4259483392.0,71060.2,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-11,1003.78,1010.86,999.11,1009.43,3681413376.0,59553.1,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-14,1009.18,1016.54,991.06,1007.77,4838849536.0,75505.03,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-15,1007.89,1007.89,992.02,993.83,4049428992.0,64995.68,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-16,992.64,992.64,977.13,983.92,3199203584.0,53119.64,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-17,983.11,984.25,970.34,970.97,3178910720.0,53133.07,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-18,969.12,973.1,945.6,949.51,3123548672.0,53939.17,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-21,947.57,952.76,940.09,949.55,2502435584.0,41921.9,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-22,948.78,949.07,918.09,922.56,3283723264.0,57950.13,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-23,921.07,937.68,914.54,923.19,3122090496.0,52902.83,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-24,922.18,933.92,914.65,933.35,2510676224.0,43192.01,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-25,933.17,936.13,927.18,931.42,2271998464.0,41898.44,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-28,930.17,930.17,909.17,922.92,2155906560.0,40195.7,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-29,922.66,929.46,916.65,916.81,1999394304.0,36985.67,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-30,915.09,915.09,887.98,888.95,2457661184.0,46894.95,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-03-31,887.07,896.41,880.88,896.07,2042255488.0,41256.13,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-01,895.23,934.55,884.63,927.55,3665270784.0,69217.93,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-04,919.14,920.62,904.62,909.87,2893226496.0,53338.38,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-05,908.19,912.38,899.8,901.74,2391142656.0,45725.02,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-06,901.74,921.64,893.03,918.56,3830190080.0,68050.27,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-07,919.24,945.57,917.63,932.33,5349441536.0,95402.35,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-08,931.77,949.47,928.06,949.46,4357191680.0,79973.8,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-11,949.85,957.34,943.72,948.51,4741992448.0,86882.42,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-12,947.12,947.12,927.11,927.41,3247373056.0,60399.66,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-13,932.31,951.2,932.31,950.23,4490048512.0,81410.86,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-14,952.54,954.14,934.13,935.43,3795040256.0,69836.87,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-15,931.67,931.67,911.32,913.27,3459646464.0,66615.96,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-18,910.89,910.89,895.28,901.12,2575525120.0,50032.69,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-19,899.93,905.05,893.29,902.79,2427298048.0,47986.02,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-20,902.22,902.22,880.93,884.08,2598639360.0,53216.5,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-21,881.68,886.44,863.14,867.33,3136724224.0,62503.49,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-22,865.82,870.01,851.34,857.4,3135517440.0,62248.84,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-25,846.14,847.81,829.55,841.06,2874936576.0,58198.61,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-26,839.25,858.11,835.86,855.24,2916330752.0,61999.55,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-27,857.95,857.95,839.56,839.95,2978917888.0,59436.54,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-28,837.38,863.45,825.51,860.62,3771427328.0,76431.12,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-04-29,860.39,860.39,845.44,847.61,2897477376.0,60136.85,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-09,848.09,851.21,818.11,818.4,2068561536.0,42061.0,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-10,814.77,818.5,791.1,818.09,2367569408.0,49469.35,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-11,816.82,822.77,809.58,811.57,2279227648.0,46375.79,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-12,810.16,814.89,799.82,807.51,2220225024.0,45971.05,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-13,806.73,819.42,801.87,814.88,2399090176.0,51975.28,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-16,814.06,814.06,802.82,808.17,2010607232.0,45375.02,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-17,806.81,821.05,803.42,818.46,2184321792.0,49550.81,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-18,818.12,824.77,811.04,824.64,1982282496.0,45580.77,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-19,824.83,828.58,814.15,824.94,2170371584.0,47762.76,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-20,824.57,828.08,818.37,819.13,1945065856.0,43275.22,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-23,816.2,816.2,793.05,793.72,1802802944.0,43127.15,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-24,791.13,811.67,788.82,808.74,1976718848.0,46952.92,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-25,808.52,817.67,803.94,809.7,2206568960.0,52945.37,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-26,808.66,812.69,795.43,799.02,2104358656.0,48387.87,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-27,797.18,806.25,789.86,791.0,1818239360.0,41676.31,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-30,788.64,799.4,783.85,797.53,1627664128.0,38487.08,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-05-31,798.33,802.04,793.88,796.87,1769831424.0,42997.36,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-01,795.82,795.82,774.35,778.67,1920798592.0,46487.27,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-02,777.47,779.23,764.15,769.42,2099951744.0,49506.38,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-03,767.67,772.83,755.26,765.97,1841785216.0,45863.15,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-06,764.66,778.4,751.32,778.21,1973905280.0,47635.42,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-07,779.72,795.42,776.12,779.84,3116981248.0,70873.0,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-08,782.01,845.06,782.01,841.36,6612786688.0,149735.44,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-09,840.23,858.75,829.28,849.73,7083905536.0,153114.51,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-10,850.02,850.02,827.75,831.61,4618584576.0,100359.48,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-13,830.8,837.38,818.58,834.25,3143331072.0,68948.38,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-14,835.35,841.33,817.53,818.19,3214101504.0,74015.86,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-15,815.73,815.73,794.85,796.26,2611882496.0,58845.32,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-16,795.76,804.04,786.01,803.95,2463681280.0,55144.82,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-17,805.75,809.58,796.89,800.14,2541412608.0,54784.99,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-20,799.47,823.91,786.43,823.73,3695814656.0,79664.76,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-21,823.54,824.04,813.28,816.2,2928451840.0,63851.13,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-22,814.91,819.49,808.77,818.65,2228747264.0,49927.37,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-23,818.19,821.46,808.56,809.35,2368349440.0,52466.58,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-24,807.68,813.28,802.49,813.2,1868203008.0,42767.55,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-27,817.28,838.42,817.28,834.35,4445204480.0,92809.84,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-28,832.16,832.16,817.29,819.05,2677619968.0,57477.87,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-29,818.09,821.08,813.08,814.06,2397803008.0,51498.9,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-06-30,813.15,813.15,790.76,791.5,2487038464.0,53547.0,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-01,789.18,789.18,758.71,760.35,2803468032.0,64690.73,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-04,756.03,756.03,732.86,749.48,2464867328.0,59097.01,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-05,747.89,752.77,739.62,744.6,1957584512.0,43914.62,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-06,744.8,750.3,738.38,743.44,1849285248.0,42802.43,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-07,743.32,751.13,740.49,747.42,1689526528.0,39251.34,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-08,746.29,746.29,722.28,722.85,2074276480.0,50996.2,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-11,725.64,742.95,712.97,714.48,2115139712.0,50455.19,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-12,712.31,740.59,708.99,739.53,2925420288.0,69032.71,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-13,738.61,738.74,729.59,732.44,2534914816.0,57184.5,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-14,732.01,740.05,729.27,732.54,2238519552.0,52363.66,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-15,732.67,736.41,712.44,714.49,2376343552.0,59421.04,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-18,712.32,712.32,694.85,696.85,1869008384.0,48178.96,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-19,695.77,705.08,692.7,703.07,1665129984.0,41852.45,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-20,703.17,711.01,699.19,707.29,1771294848.0,42430.09,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-21,707.05,707.94,695.38,704.79,1948020736.0,47459.81,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-22,704.61,728.52,704.23,721.45,3877378304.0,95085.55,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-25,720.61,720.99,714.68,718.87,2427919360.0,57710.2,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-26,718.62,736.72,718.6,735.86,3765644800.0,91913.61,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-27,736.29,750.09,731.08,750.02,3880395520.0,94724.78,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-28,750.4,755.94,744.02,747.23,4372349952.0,107471.52,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-07-29,746.59,748.38,739.4,744.83,2815158272.0,70569.53,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-01,744.77,751.05,742.9,750.49,2559324160.0,63179.43,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-02,750.96,763.29,746.82,763.29,3550208000.0,89021.67,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-03,764.94,781.03,763.87,769.75,5550136832.0,140835.49,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-04,767.57,769.34,761.36,765.26,3626523904.0,86617.84,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-05,765.39,787.93,765.39,787.82,5533624832.0,124902.62,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-08,792.4,805.6,790.18,800.12,7002622976.0,153613.94,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-09,800.84,814.26,794.18,814.19,6101487104.0,140164.0,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-10,814.76,823.99,804.52,823.84,6584951296.0,152011.23,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-11,823.72,833.68,820.29,832.84,7294366208.0,164633.04,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-12,833.46,839.52,811.38,816.39,7822259712.0,176430.86,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-15,814.84,839.68,814.56,839.67,5910134784.0,126252.61,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-16,841.32,846.66,830.73,839.26,7207373312.0,155159.41,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-17,837.9,854.61,823.44,854.53,7512966656.0,167923.74,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-18,855.88,865.69,819.88,820.66,9560359936.0,213321.19,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-19,816.96,828.12,803.28,820.87,6154915840.0,138605.48,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-22,819.48,833.27,817.17,831.5,4163216896.0,97244.13,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-23,830.74,830.74,809.46,816.91,3972886016.0,91838.51,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-24,816.74,826.73,816.61,826.72,3843597824.0,88410.57,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-25,827.01,836.58,821.58,836.42,4467612160.0,103758.48,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-26,837.41,842.3,830.58,840.43,5071290368.0,118808.0,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-29,839.31,840.04,826.36,832.25,4519192576.0,107825.56,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-30,831.49,834.21,827.09,827.55,4041234176.0,92420.35,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-08-31,827.23,845.15,822.17,845.14,4923412480.0,113499.43,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-01,845.93,865.41,842.81,865.41,7438827008.0,170340.66,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-02,866.55,874.16,861.48,872.49,6860942848.0,153655.47,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-05,873.86,884.4,871.88,884.29,5688036864.0,125041.92,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-06,885.36,892.22,860.36,862.49,7680093696.0,170509.03,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-07,860.38,888.18,857.76,888.13,6427215360.0,139575.95,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-08,890.19,894.74,878.28,889.69,6867746304.0,146991.57,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-09,889.55,893.83,875.61,879.5,4923128320.0,103994.67,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-12,878.73,883.56,874.77,883.56,3536951808.0,76565.23,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-13,884.25,904.31,883.46,904.31,5855690752.0,124962.72,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-14,906.21,915.13,902.56,914.98,7824404480.0,165973.33,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-15,914.91,920.95,910.77,918.51,6488990208.0,135823.84,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-16,918.26,918.8,910.84,917.64,5247184896.0,109615.32,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-19,918.13,930.59,915.93,930.49,5691535360.0,120562.08,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-20,931.88,931.89,915.14,924.16,7657830400.0,157476.05,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
sh,sh,000905.SH,2005-09-21,921.92,922.18,908.98,909.79,7226512896.0,156031.39,D:\stock\TongDaXin\vipdoc\sh\lday\sh000905.day
