from,to,shift_score
2016-12-20,2016-12-21,0.0414674827107954
2016-10-27,2016-10-28,0.036538526229876384
2016-12-12,2016-12-13,0.03446194480986875
2016-12-13,2016-12-14,0.034299858111592724
2016-12-27,2016-12-28,0.033664832745067
