stock_code,trade_date,industry,value_factor,momentum_factor,quality_factor,volatility_factor,turn_factor,ps_ttm,future_return
000021.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.24223198363286932,0.0,0.0194910398325517,0.0,7.2026,3.44664,-0.0690582959641256
000050.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,1.1257787574554698,0.0,0.004795750772985104,0.0,1.4679,0.675927,-0.07142857142857129
000733.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.4825942723781377,0.0,0.029943273665771142,0.0,3.9599,5.861873,-0.0923399790136411
001389.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.07246127922852505,0.0,0.01809412287689895,0.0,8.1655,10.258288,-0.07223495458789586
002025.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.26318005726798044,0.0,0.0032890702645955398,0.0,5.7874,4.598162,-0.06205118762658823
002130.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.15851945366587333,0.0,0.029151291910921695,0.0,6.2312,4.608494,-0.08375269590222867
002138.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.19307143836290866,0.0,0.02907622168688375,0.0,5.6144,5.205878,-0.10769230769230764
002152.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.37998367590128324,0.0,0.025578240243161077,0.0,1.5222,2.773851,-0.03115727002967361
002156.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.1965219158292704,0.0,0.012758826837100097,0.0,7.636,2.869809,-0.08153241650294696
002185.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.36462801925673494,0.0,0.01668861135616946,0.0,6.1989,2.945862,-0.06458191706322236
002273.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.24261227428870327,0.0,0.029149142080992813,0.0,4.4671,5.904498,-0.0918690601900739
002281.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.15736198370516657,0.0,0.014747794935509883,0.0,7.3334,5.437534,0.01700856920280458
002402.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.16119781583407458,0.0,0.018771475976377676,0.0,4.2283,2.993263,-0.07460992907801423
002414.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.10287092168230991,0.0,0.0012551934208313855,0.0,4.7809,17.123665,-0.06214331008243501
002429.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.3525365888912196,0.0,0.026433114242465933,0.0,2.7953,2.576886,-0.055447470817120426
002436.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.12031024643869638,0.0,100000000.0,0.0,8.4569,6.553779,-0.09935532802427005
002465.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.25881919951880333,0.0,100000000.0,0.0,15.4314,10.783664,-0.08542445274959964
002583.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.12258965747836753,0.0,100000000.0,0.0,6.2399,3.647527,-0.021815008726003504
002841.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.504927588334557,0.0,0.03487442730087347,0.0,1.1118,1.115214,-0.06097887135597757
003031.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.17439580138620248,0.0,0.0169951503488722,0.0,2.6025,12.419755,-0.04499999999999993
300037.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.23553574961607673,0.0,0.02580508177927174,0.0,2.6862,4.414427,-0.015017667844522964
300054.SZ,2026-03-02,C39计算机、通信和其他电子设备制造业,0.11571163872789865,0.0,0.015505245478813842,0.0,2.6604,11.859033,-0.07944235450320858
