stock_code,trade_date,industry,value_factor,momentum_factor,quality_factor,volatility_factor,turn_factor,ps_ttm,future_return
000423.SZ,2026-03-02,C27医药制造业,0.28564385410111737,0.0,0.0481932263071015,0.0,1.1187,5.688702,-0.04012573964497046
000513.SZ,2026-03-02,C27医药制造业,0.45318630761017636,0.0,0.06953702526725165,0.0,1.442,2.600767,-0.0002881844380404619
000623.SZ,2026-03-02,C27医药制造业,1.3567398085097435,0.0,0.11396793261486429,0.0,1.6231,9.622816,-0.02547770700636942
000739.SZ,2026-03-02,C27医药制造业,0.31385625132604267,0.0,0.041696940382757064,0.0,0.7269,1.96909,-0.014013452914798163
002007.SZ,2026-03-02,C27医药制造业,0.4064523497620018,0.0,0.03390538728801589,0.0,0.8771,6.556248,-0.0006531678641410466
002262.SZ,2026-03-02,C27医药制造业,0.34166763187772675,0.0,0.051837117823073285,0.0,0.7649,3.937903,-0.02869379014989304
002294.SZ,2026-03-02,C27医药制造业,0.1612510241455671,0.0,0.012362572544039285,0.0,0.6181,12.793295,0.006147540983606703
002603.SZ,2026-03-02,C27医药制造业,0.3755438344152125,0.0,100000000.0,0.0,1.6217,4.738607,-0.016412661195779443
002773.SZ,2026-03-02,C27医药制造业,0.35469344554888105,0.0,0.04838537285018345,0.0,1.1698,5.539502,-0.0089126559714795
002821.SZ,2026-03-02,C27医药制造业,0.5090905758679868,0.0,0.030482356156885736,0.0,1.2425,5.414633,0.0376958915713681
300142.SZ,2026-03-02,C27医药制造业,0.510927461073714,0.0,0.0025983515896417513,0.0,2.5656,7.900394,-0.005063291139240533
300558.SZ,2026-03-02,C27医药制造业,0.31407932827225904,0.0,0.016300898945674155,0.0,1.8757,5.698881,-0.01741293532338295
300601.SZ,2026-03-02,C27医药制造业,0.5641917642671402,0.0,100000000.0,0.0,1.918,5.980246,-0.027008310249307388
600062.SH,2026-03-02,C27医药制造业,0.5964007216448732,0.0,0.08326369712796865,0.0,0.8432,1.733697,-0.008757525998905336
600085.SH,2026-03-02,C27医药制造业,0.3279341167242137,0.0,0.0324916047379388,0.0,0.5431,2.303796,-0.017774851876234288
600161.SH,2026-03-02,C27医药制造业,0.35391414892141126,0.0,0.0406347125851922,0.0,0.6228,5.042261,-0.022588522588522397
600276.SH,2026-03-02,C27医药制造业,0.16437962553992544,0.0,0.020630573478366266,0.0,1.1633,11.683452,0.00733406674000725
600329.SH,2026-03-02,C27医药制造业,0.2771620929840019,0.0,0.1100626179252162,0.0,0.7776,6.05809,-0.02511253257521917
600332.SH,2026-03-02,C27医药制造业,0.9175759844672737,0.0,0.07229421199525808,0.0,1.0579,0.532783,-0.009445100354191216
600380.SH,2026-03-02,C27医药制造业,0.72104811554075,0.0,0.06626385751203202,0.0,0.9762,1.356581,-0.010647737355811815
600521.SH,2026-03-02,C27医药制造业,0.3913529776874013,0.0,0.01976099511154479,0.0,1.0688,2.719884,-0.0006321112515802474
600535.SH,2026-03-02,C27医药制造业,0.5763589102205725,0.0,0.05177885747051375,0.0,0.6248,2.591951,-0.015395381385584272
600566.SH,2026-03-02,C27医药制造业,0.5399293988318088,0.0,0.0644658581401716,0.0,0.3917,4.168967,0.0010791366906472977
603087.SH,2026-03-02,C27医药制造业,0.2928954975225434,0.0,0.024032540636803205,0.0,1.1875,10.012057,-0.025585362071638862
603658.SH,2026-03-02,C27医药制造业,0.42791403035964465,0.0,0.05370840418366985,0.0,0.4891,4.845495,-0.02376292982946604
603707.SH,2026-03-02,C27医药制造业,0.4305319480537373,0.0,0.04172322423558568,0.0,0.8274,4.140759,0.005186721991701226
603858.SH,2026-03-02,C27医药制造业,0.593247889817256,0.0,9.328691731439968e-05,0.0,0.6199,1.626118,-0.01834319526627215
688166.SH,2026-03-02,C27医药制造业,0.12938502006114735,0.0,0.003038727358617178,0.0,2.0736,15.075779,-0.07683486238532111
688180.SH,2026-03-02,C27医药制造业,0.19021557701990396,0.0,100000000.0,0.0,2.1272,13.08008,-0.036443606660383154
688192.SH,2026-03-02,C27医药制造业,0.06299857862606904,0.0,100000000.0,0.0,0.7019,28.540246,0.01402154033732983
688235.SH,2026-03-02,C27医药制造业,0.07590609869068052,0.0,0.0036799970807319155,0.0,3.511,10.11563,-0.07155955987880724
688266.SH,2026-03-02,C27医药制造业,0.054217853516263646,0.0,100000000.0,0.0,1.2521,26.075626,-0.0006245316012989388
688278.SH,2026-03-02,C27医药制造业,0.09993511213169289,0.0,0.03446231533756028,0.0,0.6486,8.148178,-0.049342551172563365
688336.SH,2026-03-02,C27医药制造业,0.16474152466633663,0.0,0.08207380815493565,0.0,0.8614,8.526969,-0.021577766269635812
688520.SH,2026-03-02,C27医药制造业,100000000.0,0.0,100000000.0,0.0,0.6712,10.898237,0.030906233630172864
688578.SH,2026-03-02,C27医药制造业,0.1588755929435723,0.0,0.05332582505716529,0.0,0.8781,7.909383,0.03443344334433429
000423.SZ,2026-03-03,C27医药制造业,0.29312369908038305,0.0,0.0494552137293608,0.0,1.3647,5.543539,0.0034155597722960174
000513.SZ,2026-03-03,C27医药制造业,0.45740444020786286,0.0,0.07018425964975669,0.0,1.2947,2.576783,0.017742873763816114
000623.SZ,2026-03-03,C27医药制造业,1.3698273606577362,0.0,0.11506730401679245,0.0,2.0047,9.530879,-0.000535905680600246
000739.SZ,2026-03-03,C27医药制造业,0.32032011511023656,0.0,0.042555686882405276,0.0,0.7869,1.929355,0.02803203661327225
002007.SZ,2026-03-03,C27医药制造业,0.4099331726941874,0.0,0.0341957489828218,0.0,0.9683,6.500578,0.011857707509881354
002262.SZ,2026-03-03,C27医药制造业,0.3453654035042155,0.0,0.05239812324594008,0.0,0.6824,3.895742,-0.013419913419913554
002294.SZ,2026-03-03,C27医药制造业,0.16417794788072537,0.0,0.01258697140966364,0.0,0.5877,12.565218,0.12685165866889214
002603.SZ,2026-03-03,C27医药制造业,0.388524992064377,0.0,100000000.0,0.0,1.9235,4.580284,0.025469981807155984
002773.SZ,2026-03-03,C27医药制造业,0.36591207059761127,0.0,0.04991576714294627,0.0,1.1007,5.369663,0.055167340934166864
002821.SZ,2026-03-03,C27医药制造业,0.5197675391657834,0.0,0.031121661077579427,0.0,1.5853,5.303405,0.09513513513513505
300142.SZ,2026-03-03,C27医药制造业,0.5297016984884961,0.0,0.002693829076830621,0.0,2.5875,7.62038,0.04199475065616798
300558.SZ,2026-03-03,C27医药制造业,0.3271752409482062,0.0,0.016980583025940913,0.0,1.4818,5.470771,0.048056537102473484
300601.SZ,2026-03-03,C27医药制造业,0.5886511588481039,0.0,100000000.0,0.0,1.8169,5.731759,0.021676300578034713
600062.SH,2026-03-03,C27医药制造业,0.6006745575281041,0.0,0.08386040295426782,0.0,0.938,1.721361,0.001653803748621785
600085.SH,2026-03-03,C27医药制造业,0.3279341167242137,0.0,0.0324916047379388,0.0,0.5281,2.303796,-0.010862409479920898
600161.SH,2026-03-03,C27医药制造业,0.3634554289155689,0.0,0.04173019393189566,0.0,0.8824,4.909894,0.007523510971786829
600276.SH,2026-03-03,C27医药制造业,0.16723118339809084,0.0,0.02098846255817792,0.0,0.9428,11.484229,0.05484051482932295
600329.SH,2026-03-03,C27医药制造业,0.2832690265431576,0.0,0.1124877233710906,0.0,0.8303,5.927485,0.016222760290556915
600332.SH,2026-03-03,C27医药制造业,0.9230252336638379,0.0,0.07272351226056602,0.0,1.117,0.529638,-0.0015835312747427555
600380.SH,2026-03-03,C27医药制造业,0.7320906826086734,0.0,0.06727871006260082,0.0,0.9411,1.336118,0.018018018018018056
