model,exposure_type,name,weight
cp,industry,D44电力、热力生产和供应业,0.20833333333333334
cp,industry,J67资本市场服务,0.13333333333333333
cp,industry,C27医药制造业,0.10416666666666667
cp,industry,K70房地产业,0.1
cp,industry,C26化学原料和化学制品制造业,0.09583333333333334
cp,industry,C39计算机、通信和其他电子设备制造业,0.09583333333333334
cp,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.09166666666666666
cp,industry,G56航空运输业,0.0875
cp,industry,D46水的生产和供应业,0.08333333333333333
cp,style,volatility_factor,0.6083333333333333
cp,style,quality_factor,0.25833333333333336
cp,style,value_factor,0.13333333333333333
