left,right,score
600061.SH,600098.SH,0.9987927133053572
600007.SH,600096.SH,0.9960461992472462
600060.SH,600098.SH,0.9911676642943835
600038.SH,600109.SH,0.9910947783872633
600038.SH,600095.SH,0.9904046862095903
