from,to,shift_score
2021-10-29,2021-11-01,0.3946305742108861
2021-11-18,2021-11-19,0.35583398069648675
2021-10-28,2021-10-29,0.33485999063644967
2021-11-08,2021-11-09,0.32607883891112127
2021-12-02,2021-12-03,0.31442761250829904
