from,to,shift_score
2019-12-12,2019-12-13,1661780.199670983
2019-12-13,2019-12-16,1585282.0905768636
2019-11-29,2019-12-02,1497013.866962668
2019-11-01,2019-11-04,1270561.1099901008
2019-11-04,2019-11-05,1132486.7517443572
