model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,3,1.0587063213393446,1.028934556392847,-0.15012002372301425,3.69811320754717,5071.457769277698,-0.032326384663864074,-0.042386185243328094,-0.12372754732940364,0.6056886519315109
tucker,"(3, 2, 2)",0.40740544690883845,0.6382832027468985,0.5574172432720458,5.273542600896861,1350.337558438146,0.042121696737009016,0.08919651776794635,0.1736205393811685,0.9672798581887037
pca,3,0.14255372574755848,0.37756287654847437,0.845137512515112,0.3342808413871518,50038.836487883076,0.04789299840341045,0.08520051377194235,0.17654640846157577,0.9584975485017319
