from,to,shift_score
2022-11-24,2022-11-25,0.35980069903069783
2022-11-01,2022-11-02,0.3443692159096986
2022-12-09,2022-12-12,0.343610057946573
2022-12-02,2022-12-05,0.30411179130733507
2022-12-01,2022-12-02,0.2902371510204516
