from,to,shift_score
2022-12-27,2022-12-28,0.061909445807548806
2022-12-08,2022-12-09,0.05855958738247006
2022-11-15,2022-11-16,0.04815360661822945
2022-11-28,2022-11-29,0.04731045362771649
2022-12-19,2022-12-20,0.04642479788893782
