left,right,score
688172.SH,688475.SH,0.9999999999999999
688172.SH,688525.SH,0.9999999999999999
688475.SH,688525.SH,0.9999999999999999
002262.SZ,603927.SH,0.9999999999994708
300718.SZ,603501.SH,0.9999999999945344
