model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,2,1.0758138543789655,1.037214468843819,-0.013534610147546422,68.19213973799127,22576.356668877306,-0.0030411075936821984,0.004376621008938959,-0.024760415375790337,0.6560364485235582
tucker,"(3, 2, 2)",0.5421411105078716,0.7363023227641426,0.4892436299765345,50.05128205128205,-35933.102854112854,0.03700193193670135,0.06655232652311617,0.3328341609376572,0.9656777699424334
pca,3,0.19463867404825164,0.4411787325430042,0.816629027579302,0.3298783235691753,3098200.7434937367,-0.010240899488132347,-0.0364706616867999,-0.1038606547594191,0.963112603385411
