from,to,shift_score
2022-10-28,2022-10-31,0.004850624767126277
2022-12-05,2022-12-06,0.0017317599325680443
2022-12-26,2022-12-27,0.0013842818273823072
2022-12-28,2022-12-29,0.0013086781265644614
2022-12-01,2022-12-02,0.0011803376236320811
