model,exposure_type,name,weight
pca,industry,C39计算机、通信和其他电子设备制造业,0.16354166666666667
pca,industry,C27医药制造业,0.14583333333333334
pca,industry,G56航空运输业,0.10104166666666667
pca,industry,I65软件和信息技术服务业,0.08333333333333333
pca,industry,R87广播、电视、电影和录音制作业,0.07916666666666666
pca,industry,D44电力、热力生产和供应业,0.06770833333333333
pca,industry,R88文化艺术业,0.0375
pca,industry,C26化学原料和化学制品制造业,0.03229166666666667
pca,industry,P83教育,0.03229166666666667
pca,industry,Q84卫生,0.03229166666666667
pca,industry,J67资本市场服务,0.030208333333333334
pca,industry,C31黑色金属冶炼和压延加工业,0.028125
pca,industry,C35专用设备制造业,0.026041666666666668
pca,industry,G53铁路运输业,0.026041666666666668
pca,industry,A03畜牧业,0.025
pca,industry,N77生态保护和环境治理业,0.020833333333333332
pca,industry,C34通用设备制造业,0.016666666666666666
pca,industry,C36汽车制造业,0.015625
pca,industry,C13农副食品加工业,0.013541666666666667
pca,industry,J69其他金融业,0.010416666666666666
pca,industry,C25石油、煤炭及其他燃料加工业,0.009375
pca,industry,L72商务服务业,0.0020833333333333333
pca,industry,G55水上运输业,0.0010416666666666667
pca,style,quality_factor,1.0
