from,to,shift_score
2019-11-08,2019-11-11,0.024507380422379512
2019-12-12,2019-12-13,0.02239654328613017
2019-12-23,2019-12-24,0.020886101134114418
2019-10-25,2019-10-28,0.016451716080222053
2019-10-28,2019-10-29,0.01636752784772435
