from,to,shift_score
2019-11-08,2019-11-11,0.30720366596118664
2019-12-27,2019-12-30,0.27865126926506023
2019-12-06,2019-12-09,0.2419252724069385
2019-12-12,2019-12-13,0.23224204760303213
2019-12-20,2019-12-23,0.21932180204644955
