trade_date,model,cumulative_nav,drawdown
2019-10-24,tucker,0.9823638470785513,-0.01763615292144871
2019-10-25,tucker,0.9691993172564208,-0.030800682743579166
2019-10-28,tucker,0.9509981049386579,-0.049001895061342116
2019-10-29,tucker,0.9449824181987103,-0.05501758180128968
2019-10-30,tucker,0.9417435446866843,-0.05825645531331569
2019-10-31,tucker,0.9459641980529786,-0.0540358019470214
2019-11-01,tucker,0.93708005501712,-0.06291994498288
2019-11-04,tucker,0.9138491594575531,-0.08615084054244693
2019-11-05,tucker,0.8869320070258143,-0.11306799297418568
2019-11-06,tucker,0.8572600017894008,-0.14273999821059924
2019-11-07,tucker,0.828333991443998,-0.171666008556002
2019-11-08,tucker,0.8017163362521718,-0.19828366374782824
2019-11-11,tucker,0.7970162946230901,-0.2029837053769099
2019-11-12,tucker,0.797839342409843,-0.202160657590157
2019-11-13,tucker,0.7985281477352847,-0.2014718522647153
2019-11-14,tucker,0.8046282101401702,-0.19537178985982984
2019-11-15,tucker,0.815275182121554,-0.18472481787844597
2019-11-18,tucker,0.8300677230425513,-0.16993227695744872
2019-11-19,tucker,0.8385250132883074,-0.16147498671169258
2019-11-20,tucker,0.8555653013984922,-0.14443469860150782
2019-11-21,tucker,0.8607638544065159,-0.13923614559348407
2019-11-22,tucker,0.8679465910115278,-0.13205340898847218
2019-11-25,tucker,0.8562446278878475,-0.1437553721121525
2019-11-26,tucker,0.849245945070407,-0.15075405492959304
2019-11-27,tucker,0.8401147199499157,-0.1598852800500843
2019-11-28,tucker,0.840294040107357,-0.15970595989264302
2019-11-29,tucker,0.8426412513711572,-0.1573587486288428
2019-12-02,tucker,0.8514427153746786,-0.14855728462532136
2019-12-03,tucker,0.858388936364216,-0.14161106363578402
2019-12-04,tucker,0.8751424035837665,-0.12485759641623351
2019-12-05,tucker,0.8785889215457808,-0.12141107845421917
2019-12-06,tucker,0.8974519563741459,-0.10254804362585412
2019-12-09,tucker,0.9218896395013468,-0.07811036049865316
2019-12-10,tucker,0.9611978000386286,-0.03880219996137135
2019-12-11,tucker,1.0034583072282055,0.0
2019-12-12,tucker,1.0566411397724431,0.0
2019-12-13,tucker,1.0999679451644526,0.0
2019-12-16,tucker,1.1169790554344032,0.0
2019-12-17,tucker,1.1242103272283084,0.0
2019-12-18,tucker,1.1363833273934971,0.0
2019-12-19,tucker,1.1555744384476372,0.0
2019-12-20,tucker,1.1802659809140776,0.0
2019-12-23,tucker,1.218047055975292,0.0
2019-12-24,tucker,1.2554999262332112,0.0
2019-12-25,tucker,1.2554999262332112,0.0
2019-12-26,tucker,1.2554999262332112,0.0
2019-12-27,tucker,1.2554999262332112,0.0
2019-12-30,tucker,1.2554999262332112,0.0
2019-12-31,tucker,1.2554999262332112,0.0
