left,right,score
600820.SH,601000.SH,0.9999997270928719
300724.SZ,688111.SH,0.9999993827199594
601328.SH,601577.SH,0.9999966703454675
600390.SH,601699.SH,0.9999901964190471
300450.SZ,603345.SH,0.9999865469239423
