from,to,shift_score
2015-10-29,2015-10-30,0.10956852920264668
2015-11-17,2015-11-18,0.08728641261236357
2015-11-04,2015-11-05,0.06806032211304502
2015-11-06,2015-11-09,0.06346103453696933
2015-12-03,2015-12-04,0.058839380928141415
