from,to,shift_score
2015-11-17,2015-11-18,0.031010453005753492
2015-11-26,2015-11-27,0.026771617281343054
2015-10-29,2015-10-30,0.02351463334360799
2015-10-27,2015-10-28,0.020130893671462462
2015-11-10,2015-11-11,0.017895138886714304
