model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,20,49,0.00034568852739339884,-0.011916207839740123,0.5432403847521978,0.16035904426154518,-0.3254461477640844,0.21020408163265308
pca,20,49,-0.0013068142973826934,-0.14680096961789524,0.9649505070442249,-0.34127885371984756,-0.5910823236498651,0.05816326530612246
tucker,20,49,-0.00632616022284328,-0.3250620289820906,0.903808891991642,-1.7638600264747661,-0.6292088212613555,0.02040816326530612
