model,exposure_type,name,weight
cp,industry,J66货币金融服务,0.3326530612244898
cp,industry,B06煤炭开采和洗选业,0.1663265306122449
cp,industry,C31黑色金属冶炼和压延加工业,0.10612244897959183
cp,industry,B07石油和天然气开采业,0.03775510204081633
cp,industry,G55水上运输业,0.0336734693877551
cp,industry,C30非金属矿物制品业,0.0326530612244898
cp,industry,C39计算机、通信和其他电子设备制造业,0.03163265306122449
cp,industry,E48土木工程建筑业,0.02959183673469388
cp,industry,C26化学原料和化学制品制造业,0.02857142857142857
cp,industry,M74专业技术服务业,0.022448979591836733
cp,industry,C28化学纤维制造业,0.018367346938775512
cp,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.0163265306122449
cp,industry,C35专用设备制造业,0.012244897959183673
cp,industry,K70房地产业,0.012244897959183673
cp,industry,C27医药制造业,0.011224489795918367
cp,industry,C36汽车制造业,0.011224489795918367
cp,industry,I64互联网和相关服务,0.01020408163265306
cp,industry,F52零售业,0.01020408163265306
cp,industry,P83教育,0.009183673469387756
cp,industry,C25石油、煤炭及其他燃料加工业,0.009183673469387756
cp,industry,C14食品制造业,0.00816326530612245
cp,industry,B11开采专业及辅助性活动,0.006122448979591836
cp,industry,J68保险业,0.006122448979591836
cp,industry,I65软件和信息技术服务业,0.006122448979591836
cp,industry,R87广播、电视、电影和录音制作业,0.00510204081632653
cp,industry,Q84卫生,0.004081632653061225
cp,industry,C40仪器仪表制造业,0.004081632653061225
cp,industry,C32有色金属冶炼和压延加工业,0.003061224489795918
cp,industry,C15酒、饮料和精制茶制造业,0.003061224489795918
cp,industry,G53铁路运输业,0.003061224489795918
cp,industry,C34通用设备制造业,0.0020408163265306124
cp,industry,C33金属制品业,0.0020408163265306124
cp,industry,C24文教、工美、体育和娱乐用品制造业,0.0020408163265306124
cp,industry,G56航空运输业,0.0020408163265306124
cp,industry,H61住宿业,0.0010204081632653062
cp,style,momentum_factor,0.8826530612244898
cp,style,volatility_factor,0.11530612244897959
cp,style,value_factor,0.0020408163265306124
