model,exposure_type,name,weight
pca,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.17551020408163265
pca,industry,C39计算机、通信和其他电子设备制造业,0.09693877551020408
pca,industry,B11开采专业及辅助性活动,0.08877551020408163
pca,industry,I64互联网和相关服务,0.08673469387755102
pca,industry,C26化学原料和化学制品制造业,0.07653061224489796
pca,industry,C35专用设备制造业,0.061224489795918366
pca,industry,P83教育,0.05
pca,industry,C27医药制造业,0.05
pca,industry,C13农副食品加工业,0.05
pca,industry,J69其他金融业,0.04897959183673469
pca,industry,J67资本市场服务,0.04387755102040816
pca,industry,A01农业,0.04081632653061224
pca,industry,C30非金属矿物制品业,0.03775510204081633
pca,industry,J68保险业,0.0336734693877551
pca,industry,C31黑色金属冶炼和压延加工业,0.026530612244897958
pca,industry,B06煤炭开采和洗选业,0.02142857142857143
pca,industry,G55水上运输业,0.00510204081632653
pca,industry,D44电力、热力生产和供应业,0.003061224489795918
pca,industry,M74专业技术服务业,0.0020408163265306124
pca,industry,E48土木工程建筑业,0.0010204081632653062
pca,style,quality_factor,1.0
