model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,20,49,0.005321388588664971,0.15053286572426772,1.0953600786150421,1.2242457530852335,-0.5560157773756969,0.14693877551020407
pca,20,49,0.0008792733133060961,-0.08282588091709464,1.1304226386274425,0.19601241817146775,-0.61125299073595,0.11938775510204083
tucker,20,49,0.0029078311045009496,-0.001976580774638248,1.1880644824489712,0.6167791808940916,-0.6224680970572405,0.02040816326530612
