trade_date,model,portfolio_return,benchmark_return,excess_return,cumulative_nav,drawdown
2021-10-27,cp,0.05073713899269398,-0.01040748313883233,0.061144622131526306,1.0611446221315264,0.0
2021-10-28,cp,0.03889918628081448,-0.00876752184215046,0.04766670812296494,1.1117258931109237,0.0
2021-10-29,cp,0.024709514140752408,0.012886961124305207,0.0118225530164472,1.1248693314219849,0.0
2021-11-01,cp,0.033930096123988084,-0.002818096215675192,0.036748192339663276,1.1662062459700684,0.0
2021-11-02,cp,0.03400769726791257,-0.009083886862307322,0.04309158413021989,1.2164599205314757,0.0
2021-11-03,cp,0.02803099148318844,-0.004000652466925936,0.032031643950114375,1.2554251315855245,0.0
2021-11-04,cp,0.024676679824242737,0.010464164116708918,0.014212515707533818,1.2732678809878166,0.0
2021-11-05,cp,0.037658755350513634,-0.006433561661363663,0.0440923170118773,1.3294092120373726,0.0
2021-11-08,cp,0.020173328311514704,0.002649500149388695,0.01752382816212601,1.3527055506262629,0.0
2021-11-09,cp,0.017635050893709304,0.002317110137228351,0.015317940756480953,1.3734262141117188,0.0
2021-11-10,cp,-0.004656675516148972,-0.006622584448203406,0.0019659089320544334,1.376126244973559,0.0
2021-11-11,cp,-0.0035893189353627454,0.014222712996694309,-0.017812031932057056,1.3516146403555482,-0.01781203193205705
2021-11-12,cp,-0.00421993906741378,-0.0013482277165092205,-0.0028717113509045596,1.3477331932507903,-0.02063259226867964
2021-11-15,cp,0.015508985467064312,-0.0037580578329948766,0.01926704330005919,1.3737000270420805,-0.0017630780172535054
2021-11-16,cp,0.023503728051687888,-0.001943220461770645,0.025446948513458533,1.4086565009031569,0.0
2021-11-17,cp,0.05005886570880108,0.003801781337796628,0.04625708437100445,1.473816843515198,0.0
2021-11-18,cp,0.04179119415103549,-0.008803197326713641,0.050594391477749134,1.5483837098625064,0.0
2021-11-19,cp,0.021651332417356527,0.011178113418714108,0.010473218998642418,1.564600271549827,0.0
2021-11-22,cp,-0.007434331857468624,0.009501272325104226,-0.01693560418257285,1.5381028206469132,-0.016935604182572894
2021-11-23,cp,-0.01668923860432616,-0.001220832856883458,-0.015468405747442703,1.5143108221358608,-0.032142043132941334
2021-11-24,cp,-0.02911503370175598,-0.0004007071302298826,-0.0287143265715261,1.4708284066582555,-0.05993343258127204
2021-11-25,cp,-0.013405995749875148,-0.003275999137628993,-0.010129996612246155,1.455928919881612,-0.06945630372450962
2021-11-26,cp,-0.017473386018841235,-0.00607840585906283,-0.011394980159778405,1.4393386387255136,-0.08005983068137557
2021-11-29,cp,-0.020353606814294156,0.0010609177618714494,-0.021414524576165606,1.4085158860731013,-0.09975991204585122
2021-11-30,cp,-0.0071816010589303815,-0.002372646460391814,-0.0048089545985385675,1.4017423971256555,-0.10408912575660711
2021-12-01,cp,0.010183576011644607,0.0008137596889326026,0.009369816322712004,1.414876465918481,-0.09569460542342612
2021-12-02,cp,0.008744497515296457,0.0006770146714862868,0.00806748284381017,1.4262909575333889,-0.08839913716711478
2021-12-03,cp,0.029145745925320238,0.008788436661210097,0.02035730926411014,1.4553264036564997,-0.06984139647699616
2021-12-06,cp,0.05970090374296164,-0.005572565520193251,0.06527346926315489,1.55032060693343,-0.009126717460078204
2021-12-07,cp,0.03575814887897599,0.001137026041454936,0.03462112283752106,1.6039944471036125,0.0
2021-12-08,cp,0.030691124995532577,0.015626084321952893,0.015065040673579683,1.6281586886894244,0.0
2021-12-09,cp,0.014083382752825325,0.012630845661698586,0.0014525370911267384,1.630523649574986,0.0
2021-12-10,cp,-0.007762381033381666,-0.002689189589511809,-0.005073191443869857,1.6222516909469347,-0.005073191443869862
2021-12-13,cp,-0.002346529610808973,0.00672129957226586,-0.009067829183074833,1.6075413897214736,-0.014095017793518627
2021-12-14,cp,0.011659468549637193,-0.006353504672514054,0.018012973222151247,1.6364979897280263,0.0
2021-12-15,cp,-0.01066412557786045,-0.007707268951022916,-0.002956856626837534,1.6316590998022926,-0.002956856626837534
2021-12-16,cp,-0.003980652255756062,0.006895989918687784,-0.010876642174443845,1.613912127623068,-0.01380133812979023
2021-12-17,cp,0.012937405037853766,-0.015379992305876056,0.028317397343729823,1.6596139186188348,0.0
2021-12-20,cp,-0.011602986542024064,-0.016190373980031647,0.004587387438007583,1.6672272106610493,0.0
2021-12-21,cp,-0.01697600341186603,0.007922452687719517,-0.024898456099585548,1.6257158271483707,-0.02489845609958552
2021-12-22,cp,0.029331709602411958,0.0024706807477994364,0.02686102885461252,1.6693842268908032,0.0
2021-12-23,cp,0.04048883809387444,0.006170756887698303,0.03431808120617614,1.7266742903535512,0.0
2021-12-24,cp,0.03201017251294276,-0.007256217579226565,0.039266390092169326,1.7944745566006932,0.0
2021-12-27,cp,0.02020317305038214,-0.0016770079341221766,0.021880180984504317,1.8337379846712047,0.0
2021-12-28,cp,0.013740025778313842,0.006663475055529,0.0070765507227848416,1.8467145245320278,0.0
2021-12-29,cp,-0.015791622820709623,-0.012926166917616722,-0.002865455903092902,1.84142284549638,-0.0028654559030929505
2021-12-30,cp,-0.02061432271600248,0.008061221015356335,-0.028675543731358815,1.7886190441624252,-0.03145883112839243
2021-12-31,cp,-0.029087041153358008,0.004296462680391633,-0.03338350383374964,1.7289086734445112,-0.06379212895256214
