model,exposure_type,name,weight
pca,industry,D44电力、热力生产和供应业,0.16041666666666668
pca,industry,G56航空运输业,0.090625
pca,industry,C27医药制造业,0.08229166666666667
pca,industry,C39计算机、通信和其他电子设备制造业,0.07916666666666666
pca,industry,I65软件和信息技术服务业,0.07083333333333333
pca,industry,C36汽车制造业,0.06979166666666667
pca,industry,C35专用设备制造业,0.051041666666666666
pca,industry,I64互联网和相关服务,0.04479166666666667
pca,industry,C38电气机械和器材制造业,0.04375
pca,industry,J69其他金融业,0.042708333333333334
pca,industry,G55水上运输业,0.042708333333333334
pca,industry,J67资本市场服务,0.03125
pca,industry,N77生态保护和环境治理业,0.030208333333333334
pca,industry,H61住宿业,0.027083333333333334
pca,industry,L72商务服务业,0.023958333333333335
pca,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.01875
pca,industry,C34通用设备制造业,0.017708333333333333
pca,industry,A03畜牧业,0.016666666666666666
pca,industry,B06煤炭开采和洗选业,0.015625
pca,industry,E48土木工程建筑业,0.007291666666666667
pca,industry,R87广播、电视、电影和录音制作业,0.007291666666666667
pca,industry,J66货币金融服务,0.004166666666666667
pca,industry,S91综合,0.004166666666666667
pca,industry,C30非金属矿物制品业,0.003125
pca,industry,C40仪器仪表制造业,0.003125
pca,industry,C33金属制品业,0.0020833333333333333
pca,industry,R88文化艺术业,0.0020833333333333333
pca,industry,C26化学原料和化学制品制造业,0.0020833333333333333
pca,industry,C25石油、煤炭及其他燃料加工业,0.0020833333333333333
pca,industry,G53铁路运输业,0.0020833333333333333
pca,industry,C13农副食品加工业,0.0010416666666666667
pca,style,quality_factor,0.7104166666666667
pca,style,momentum_factor,0.28854166666666664
pca,style,volatility_factor,0.0010416666666666667
