model,exposure_type,name,weight
cp,industry,C27医药制造业,0.23958333333333334
cp,industry,I65软件和信息技术服务业,0.14375
cp,industry,G56航空运输业,0.1
cp,industry,C39计算机、通信和其他电子设备制造业,0.09791666666666667
cp,industry,R87广播、电视、电影和录音制作业,0.09583333333333334
cp,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.09166666666666666
cp,industry,J67资本市场服务,0.052083333333333336
cp,industry,C36汽车制造业,0.04791666666666667
cp,industry,I64互联网和相关服务,0.04791666666666667
cp,industry,C26化学原料和化学制品制造业,0.04583333333333333
cp,industry,D44电力、热力生产和供应业,0.008333333333333333
cp,industry,C31黑色金属冶炼和压延加工业,0.00625
cp,industry,B06煤炭开采和洗选业,0.00625
cp,industry,B07石油和天然气开采业,0.004166666666666667
cp,industry,C35专用设备制造业,0.0020833333333333333
cp,industry,C40仪器仪表制造业,0.0020833333333333333
cp,industry,F51批发业,0.0020833333333333333
cp,industry,G55水上运输业,0.0020833333333333333
cp,industry,B11开采专业及辅助性活动,0.0020833333333333333
cp,industry,E48土木工程建筑业,0.0020833333333333333
cp,style,value_factor,0.853125
cp,style,quality_factor,0.146875
